id,age,income,highest_degree,self_learning_hours,favourite_domain
695,55,80,Master,3.67,AI
696,19,13,Bachelor,3.61,Cybersecurity
697,69,21,High School,3.62,Data Science
698,25,10,PhD,0.2,Business Analytics
699,45,97,PhD,1.98,Cybersecurity
700,61,59,Bachelor,1.42,Software Engineering
701,35,40,PhD,3.53,AI
702,57,84,Bachelor,2.59,Cybersecurity
703,44,75,PhD,0.24,Data Science
704,42,22,PhD,0.8,Business Analytics
705,33,85,High School,3.96,Data Science
706,48,74,PhD,1.38,Business Analytics
707,50,46,PhD,1.08,AI
708,38,81,Bachelor,0.12,Data Science
709,21,65,Master,3.07,Software Engineering
710,28,17,Bachelor,2.63,Data Science
711,52,99,High School,3.06,Software Engineering
712,54,54,Master,3.74,Software Engineering
713,29,35,Master,3.22,Data Science
714,55,8,Master,3.79,Business Analytics
715,27,77,Bachelor,3.35,Cybersecurity
716,52,44,Bachelor,1.96,AI
717,21,34,Bachelor,0.08,Cybersecurity
718,18,47,Bachelor,3.23,Data Science
719,63,27,Master,0.24,Software Engineering
720,55,95,Bachelor,3.1,Business Analytics
721,41,14,Master,2.82,Cybersecurity
722,55,17,Master,1.21,Software Engineering
723,28,98,PhD,3.17,Cybersecurity
724,59,45,Bachelor,2.83,Business Analytics
725,62,83,Master,0.89,Business Analytics
726,70,27,PhD,1.23,Data Science
727,26,27,High School,3.8,Business Analytics
728,43,77,High School,0.73,Data Science
729,69,83,Bachelor,2.56,AI
730,49,23,Master,2.98,Software Engineering
731,40,45,Bachelor,2.54,AI
732,70,95,Master,1.79,Data Science
733,31,36,High School,1.4,AI
734,64,5,High School,1.54,Cybersecurity
735,28,57,PhD,3.53,Data Science
736,52,53,High School,3.32,Business Analytics
737,59,92,Bachelor,0.65,AI
738,69,9,Master,0.08,Data Science
739,24,14,Master,0.68,Cybersecurity
740,28,98,High School,2.19,AI
741,39,81,PhD,2.82,Cybersecurity
742,59,26,PhD,0.63,AI
743,39,31,Bachelor,1.64,Business Analytics
744,64,98,Master,2.64,Data Science
745,33,17,High School,1.57,Business Analytics
746,49,24,High School,1.44,Cybersecurity
747,23,42,PhD,0.8,AI
748,31,26,Master,3.91,Cybersecurity
749,25,44,PhD,1.88,Data Science
750,23,87,PhD,0.74,Cybersecurity
751,41,28,PhD,0.18,Cybersecurity
752,47,38,Bachelor,3.35,Business Analytics
753,21,24,High School,0.34,Data Science
754,69,74,PhD,3.88,Business Analytics
755,32,75,High School,3.36,Business Analytics
756,44,73,PhD,2.29,Software Engineering
757,48,43,High School,1.58,AI
758,50,78,Bachelor,0.48,Cybersecurity
759,29,26,Bachelor,3.23,Software Engineering
760,20,59,High School,3.95,Cybersecurity
761,30,85,Bachelor,3.34,Data Science
762,38,98,High School,0.35,Business Analytics
763,43,75,Master,3.43,Business Analytics
764,47,6,PhD,0.45,Software Engineering
765,27,77,High School,3.7,Business Analytics
766,67,17,Master,3.47,Data Science
767,44,38,PhD,2.62,Business Analytics
768,56,65,High School,0.69,Cybersecurity
769,27,84,PhD,0.16,Data Science
770,62,35,High School,2.98,Data Science
771,41,7,Master,3.27,Data Science
772,37,40,PhD,3.43,AI
773,32,22,Master,3.9,Cybersecurity
774,67,46,Master,2.92,Business Analytics
775,59,16,Bachelor,1.77,Cybersecurity
776,65,67,Master,3.28,Business Analytics
777,68,25,High School,1.24,Business Analytics
778,43,22,High School,0.69,Software Engineering
779,21,36,High School,1.83,Data Science
780,63,30,Master,1.47,Cybersecurity
781,50,55,High School,2.72,Software Engineering
782,41,67,PhD,0.71,Cybersecurity
783,55,75,Master,1.38,Data Science
784,65,93,High School,1.14,Cybersecurity
785,21,25,Bachelor,3.43,Software Engineering
786,61,31,Master,2.61,Business Analytics
787,19,92,High School,1.9,Software Engineering
788,59,27,High School,0.9,Business Analytics
789,69,44,Master,1.7,Cybersecurity
790,40,63,Master,0.87,Data Science
791,61,71,PhD,2.34,AI
792,50,89,Master,2.25,Business Analytics
793,56,41,Master,2.74,Cybersecurity
794,22,48,Master,2.56,Data Science
795,34,88,Master,0.75,Business Analytics
796,66,35,High School,3.22,Business Analytics
797,43,89,Master,2.72,AI
798,59,68,Master,1.04,Cybersecurity
799,43,54,High School,2.33,Business Analytics
800,70,29,Master,2.91,Software Engineering
801,61,73,PhD,3.63,Data Science
802,50,43,Bachelor,3.36,Business Analytics
803,29,42,High School,1.88,Data Science
804,64,76,Bachelor,3.79,Data Science
805,59,16,Bachelor,1.42,Data Science
806,44,47,Master,1.04,Data Science
807,47,20,PhD,0.21,Business Analytics
808,55,84,High School,1.89,Software Engineering
809,50,20,PhD,2.12,Cybersecurity
810,21,24,Bachelor,3.97,Data Science
811,44,77,PhD,0.57,Software Engineering
812,67,15,PhD,1.33,Software Engineering
813,38,86,High School,0.02,Data Science
814,31,26,Bachelor,1.96,AI
815,26,83,PhD,2.53,Cybersecurity
816,45,66,PhD,0.02,Business Analytics
817,30,98,Master,3.8,Data Science
818,66,72,Bachelor,0.07,AI
819,58,98,Bachelor,0.91,Data Science
820,37,21,High School,1.53,Business Analytics
821,37,26,High School,3.3,Data Science
822,36,63,Master,1.73,Software Engineering
823,39,67,Master,3.0,Software Engineering
824,69,56,High School,0.91,Software Engineering
825,31,98,High School,2.36,Software Engineering
826,25,51,High School,1.5,Data Science
827,67,73,High School,2.38,AI
828,60,18,High School,0.19,AI
829,44,61,PhD,0.49,Data Science
830,48,94,Bachelor,0.82,AI
831,37,58,High School,2.65,Data Science
832,57,82,Bachelor,1.68,AI
833,50,97,High School,1.13,AI
834,49,30,Bachelor,3.11,Business Analytics
835,30,50,PhD,1.18,AI
836,53,68,Bachelor,2.75,Cybersecurity
837,39,35,High School,0.05,AI
838,25,78,PhD,0.6,AI
839,67,70,High School,2.89,AI
840,34,87,Bachelor,1.83,Data Science
841,34,64,High School,0.4,Software Engineering
842,20,42,Master,3.21,Data Science
843,45,99,High School,0.38,AI
844,18,22,Bachelor,1.31,Cybersecurity
845,57,39,High School,1.49,Data Science
846,29,19,PhD,1.6,Cybersecurity
847,35,54,PhD,3.2,Software Engineering
848,25,21,High School,3.93,Software Engineering
849,24,58,PhD,3.21,Cybersecurity
850,29,83,PhD,3.12,Business Analytics
851,19,92,Bachelor,1.93,Cybersecurity
852,25,57,PhD,0.18,Data Science
853,59,45,High School,2.82,Business Analytics
854,67,100,Bachelor,3.91,Data Science
855,51,71,High School,1.73,Software Engineering
856,48,49,PhD,0.59,Business Analytics
857,57,11,High School,2.57,Software Engineering
858,50,65,PhD,3.48,AI
859,66,67,Master,0.96,Data Science
860,21,69,Bachelor,2.2,Cybersecurity
861,43,35,High School,1.84,Business Analytics
862,46,16,PhD,1.79,AI
863,49,100,High School,0.41,Cybersecurity
864,20,76,High School,3.3,Business Analytics
865,57,86,Master,3.56,Business Analytics
866,31,88,PhD,3.8,Data Science
867,70,11,Bachelor,3.38,Data Science
868,53,84,PhD,2.87,Data Science
869,63,62,High School,0.39,Software Engineering
870,18,48,Master,3.32,Data Science
871,53,71,Master,2.81,AI
872,28,68,Bachelor,3.29,Cybersecurity
873,24,37,Bachelor,0.75,Cybersecurity
874,31,63,Bachelor,2.87,AI
875,66,58,High School,3.71,Business Analytics
876,25,62,PhD,2.63,Business Analytics
877,26,68,High School,2.12,AI
878,53,60,PhD,3.7,Software Engineering
879,62,79,Bachelor,2.92,Software Engineering
880,24,54,Master,2.02,Cybersecurity
881,44,82,Bachelor,1.09,Data Science
882,36,62,Bachelor,0.55,Business Analytics
883,62,100,Master,3.37,Business Analytics
884,38,96,Bachelor,0.8,Business Analytics
885,63,42,Master,3.68,Software Engineering
886,63,88,Bachelor,2.02,Data Science
887,63,19,Master,2.25,Business Analytics
888,54,90,PhD,2.7,Business Analytics
889,36,59,High School,2.09,AI
890,42,23,High School,2.68,Software Engineering
891,35,25,Master,2.73,Software Engineering
892,21,93,Master,0.82,Business Analytics
893,20,50,PhD,0.41,Business Analytics
894,32,100,PhD,0.95,Data Science
895,62,90,High School,3.71,Cybersecurity
896,44,92,Master,3.86,AI
897,18,100,Master,0.81,Cybersecurity
898,32,86,Master,3.02,Business Analytics
899,65,82,Bachelor,3.1,Software Engineering
900,36,62,Bachelor,3.93,AI
901,29,27,High School,1.51,Cybersecurity
902,35,76,Master,0.52,Business Analytics
903,34,5,Master,1.87,Software Engineering
904,20,24,Master,2.39,Business Analytics
905,60,43,PhD,3.16,Business Analytics
906,40,14,Master,2.1,Software Engineering
907,51,13,Bachelor,1.66,Business Analytics
908,43,16,Master,0.88,Software Engineering
909,60,47,Master,1.44,Software Engineering
910,66,84,PhD,3.99,AI
911,25,90,Master,1.78,Business Analytics
912,57,36,High School,2.73,Data Science
913,42,19,PhD,1.03,Data Science
914,19,71,Master,2.06,Business Analytics
915,46,67,High School,1.19,Software Engineering
916,38,70,High School,3.79,Software Engineering
917,67,73,High School,2.51,Software Engineering
918,60,85,Bachelor,3.46,Cybersecurity
919,24,31,PhD,2.59,AI
920,65,92,Bachelor,0.1,Data Science
921,20,16,High School,0.22,Data Science
922,53,14,Bachelor,3.64,Cybersecurity
923,42,62,PhD,1.73,AI
924,42,91,High School,2.14,Business Analytics
925,22,100,High School,2.8,AI
926,40,69,High School,1.16,Data Science
927,56,16,Master,3.06,Cybersecurity
928,42,55,High School,1.9,Business Analytics
929,32,22,PhD,3.19,Business Analytics
930,36,86,Bachelor,1.19,Data Science
931,18,75,Bachelor,0.49,AI
932,54,81,PhD,2.15,AI
933,37,31,Master,0.85,Business Analytics
934,27,25,Bachelor,0.88,Data Science
935,30,19,Bachelor,2.68,Business Analytics
936,21,75,PhD,2.58,AI
937,36,90,High School,1.0,Software Engineering
938,64,79,PhD,3.81,Data Science
939,26,90,Bachelor,0.4,Business Analytics
940,22,29,Master,1.94,Data Science
941,57,89,Master,2.77,Software Engineering
942,54,77,Master,3.23,Cybersecurity
943,28,5,Master,0.98,Software Engineering
944,63,99,PhD,1.11,Data Science
945,26,91,Master,3.51,Cybersecurity
946,46,50,Master,1.95,AI
947,29,87,High School,3.37,Software Engineering
948,52,30,Master,2.93,AI
949,64,14,High School,3.4,AI
950,70,79,PhD,3.08,Software Engineering
951,20,75,Master,2.17,Business Analytics
952,48,88,Bachelor,1.46,Software Engineering
953,67,80,Master,0.54,Business Analytics
954,50,16,PhD,1.46,AI
955,60,35,Bachelor,3.03,Software Engineering
956,46,25,Bachelor,2.27,Business Analytics
957,60,23,PhD,3.76,AI
958,32,67,Bachelor,0.25,Data Science
959,32,10,Bachelor,2.07,Data Science
960,42,65,PhD,3.53,AI
961,59,46,High School,2.81,Business Analytics
962,58,40,Master,2.31,Business Analytics
963,29,53,PhD,1.46,AI
964,51,37,PhD,3.89,Software Engineering
965,51,56,Master,3.27,Data Science
966,49,66,High School,2.01,Software Engineering
967,46,26,Bachelor,0.31,Data Science
968,31,24,Bachelor,0.63,Business Analytics
969,63,20,Bachelor,1.66,Data Science
970,64,19,PhD,2.7,Cybersecurity
971,31,80,Bachelor,2.59,Cybersecurity
972,19,36,High School,0.51,Business Analytics
973,28,22,High School,3.56,Software Engineering
974,21,26,Master,3.69,Business Analytics
975,43,81,High School,3.51,Data Science
976,23,32,PhD,2.43,Cybersecurity
977,48,26,Bachelor,3.32,Business Analytics
978,27,79,Bachelor,2.49,Business Analytics
979,34,26,Master,3.69,Business Analytics
980,55,13,Bachelor,1.51,Software Engineering
981,24,7,Bachelor,2.09,Business Analytics
982,61,58,Bachelor,2.42,Software Engineering
983,48,83,High School,3.51,Business Analytics
984,50,20,High School,1.93,Software Engineering
985,56,74,High School,3.59,Cybersecurity
986,51,58,Master,3.5,Business Analytics
987,45,34,PhD,3.16,Cybersecurity
988,40,80,High School,1.7,Data Science
989,48,34,High School,1.13,Business Analytics
990,44,37,Bachelor,0.02,AI
991,54,71,High School,2.08,Cybersecurity
992,59,31,Master,1.64,AI
993,27,59,Master,1.05,Business Analytics
994,45,77,Master,2.45,Cybersecurity
995,66,31,PhD,2.21,Business Analytics
996,48,27,Master,2.24,Cybersecurity
997,34,44,Master,3.1,Cybersecurity
998,65,22,High School,2.99,Cybersecurity
999,68,94,Bachelor,0.4,Business Analytics
1000,43,48,High School,0.64,AI
1001,69,16,Bachelor,1.89,Business Analytics
1002,45,16,High School,1.05,Data Science
1003,23,82,High School,2.9,Cybersecurity
1004,57,88,Master,2.85,Business Analytics
1005,21,27,PhD,1.76,Software Engineering
1006,60,71,Master,0.78,Business Analytics
1007,50,71,Bachelor,2.46,AI
1008,41,35,High School,3.9,AI
1009,35,56,Master,2.68,Cybersecurity
1010,55,30,High School,2.95,AI
1011,23,75,Master,2.9,Business Analytics
1012,55,49,Master,3.85,Data Science
1013,32,82,Bachelor,1.82,Cybersecurity
1014,54,5,Master,0.7,Business Analytics
1015,24,76,High School,2.01,Data Science
1016,25,70,Master,3.5,Business Analytics
1017,34,93,PhD,3.86,Business Analytics
1018,48,36,Master,3.84,Cybersecurity
1019,61,63,High School,1.93,Data Science
1020,22,53,Bachelor,2.71,Software Engineering
1021,69,45,PhD,3.82,Business Analytics
1022,52,6,Master,0.99,AI
1023,43,91,Master,0.3,Software Engineering
1024,48,45,Master,0.87,Business Analytics
1025,35,28,Bachelor,2.0,Software Engineering
1026,33,99,Bachelor,3.49,Software Engineering
1027,32,30,Bachelor,3.35,Data Science
1028,27,18,High School,3.68,Cybersecurity
1029,57,5,High School,3.39,Data Science
1030,57,45,PhD,3.59,Business Analytics
1031,35,67,Bachelor,3.94,Business Analytics
1032,35,55,Bachelor,3.0,Software Engineering
1033,21,72,PhD,1.91,Business Analytics
1034,20,69,Master,1.57,Software Engineering
1035,47,20,PhD,1.26,AI
1036,18,91,Bachelor,1.52,AI
1037,38,51,Master,0.75,Data Science
1038,33,39,PhD,3.83,Data Science
1039,41,28,PhD,1.7,Cybersecurity
1040,62,52,Master,3.42,Data Science
1041,46,28,Bachelor,3.92,Software Engineering
1042,70,17,Master,3.22,Business Analytics
1043,45,53,Bachelor,0.58,Software Engineering
1044,48,6,Bachelor,1.69,Software Engineering
1045,58,71,Master,3.14,Data Science
1046,34,76,High School,1.59,Software Engineering
1047,21,32,Master,1.91,AI
1048,46,100,Master,1.04,Data Science
1049,53,76,Master,1.38,Cybersecurity
1050,25,49,Bachelor,2.31,Business Analytics
1051,29,41,Master,1.3,Business Analytics
1052,49,99,PhD,3.56,Cybersecurity
1053,57,41,PhD,2.53,Software Engineering
1054,28,86,Master,1.69,Business Analytics
1055,54,56,High School,0.32,Data Science
1056,32,45,Master,2.61,Data Science
1057,56,87,PhD,1.08,Cybersecurity
1058,67,51,PhD,1.66,Software Engineering
1059,19,21,Bachelor,2.65,AI
1060,31,26,PhD,0.41,AI
1061,48,75,High School,0.11,Cybersecurity
1062,51,15,High School,1.05,Software Engineering
1063,23,88,PhD,1.24,Software Engineering
1064,65,41,PhD,2.51,Software Engineering
1065,51,26,High School,0.14,Data Science
1066,38,65,PhD,3.9,Business Analytics
1067,35,75,PhD,0.54,Business Analytics
1068,29,80,PhD,2.52,Business Analytics
1069,45,72,Master,3.64,Cybersecurity
1070,52,34,High School,1.77,Data Science
1071,44,38,Bachelor,1.21,AI
1072,51,22,Master,1.15,Business Analytics
1073,18,93,PhD,3.79,Cybersecurity
1074,37,6,PhD,3.19,Business Analytics
1075,32,5,Master,0.75,Business Analytics
1076,45,55,Bachelor,0.65,Cybersecurity
1077,42,33,Master,0.32,Software Engineering
1078,51,83,Master,1.14,Business Analytics
1079,69,39,PhD,0.75,AI
1080,29,22,Master,0.44,Cybersecurity
1081,57,62,Master,2.8,Cybersecurity
1082,30,46,High School,0.61,Business Analytics
1083,19,28,High School,1.13,Software Engineering
1084,63,61,High School,0.93,Software Engineering
1085,18,68,Bachelor,1.37,Data Science
1086,68,68,Master,1.85,AI
1087,39,15,Bachelor,0.22,Cybersecurity
1088,22,74,PhD,0.73,Data Science
1089,70,53,High School,0.49,Software Engineering
1090,42,61,Bachelor,2.95,AI
1091,30,63,High School,2.08,Software Engineering
1092,48,54,Master,3.74,Software Engineering
1093,58,98,High School,2.98,Business Analytics
1094,51,20,Master,1.92,Data Science
1095,30,51,High School,3.45,Software Engineering
1096,25,35,PhD,1.3,Software Engineering
1097,68,40,High School,1.58,Software Engineering
1098,18,10,PhD,2.75,Software Engineering
1099,41,16,Bachelor,0.63,AI
1100,61,84,Master,3.72,AI
1101,21,50,Bachelor,2.81,AI
1102,26,67,Bachelor,1.27,Business Analytics
1103,68,87,Master,3.22,Cybersecurity
1104,64,29,High School,2.76,Data Science
1105,64,22,Master,3.59,Cybersecurity
1106,63,61,Master,2.17,Cybersecurity
1107,30,77,Bachelor,2.17,Data Science
1108,64,64,Master,3.47,Business Analytics
1109,53,25,High School,2.12,Cybersecurity
1110,36,38,Master,1.82,Business Analytics
1111,42,98,Bachelor,3.53,Business Analytics
1112,41,84,Bachelor,1.28,AI
1113,60,73,PhD,0.76,Cybersecurity
1114,67,75,Bachelor,2.45,Data Science
1115,44,87,Master,0.44,Business Analytics
1116,60,13,High School,3.34,Software Engineering
1117,29,9,Bachelor,0.43,Software Engineering
1118,24,9,PhD,2.63,Business Analytics
1119,57,94,Master,0.2,Software Engineering
1120,56,96,High School,0.05,Software Engineering
1121,59,67,High School,1.87,AI
1122,41,76,PhD,3.29,AI
1123,70,83,Master,2.12,AI
1124,37,14,Bachelor,3.84,AI
1125,24,97,Bachelor,2.13,Software Engineering
1126,30,72,Bachelor,2.28,Software Engineering
1127,53,100,PhD,2.98,Business Analytics
1128,40,91,PhD,2.81,Cybersecurity
1129,24,26,Bachelor,2.2,Business Analytics
1130,39,89,Bachelor,2.14,Business Analytics
1131,46,50,Master,2.2,Data Science
1132,41,57,PhD,3.3,Data Science
1133,56,35,Bachelor,1.5,Business Analytics
1134,65,37,Master,3.85,Cybersecurity
1135,43,5,High School,3.93,Business Analytics
1136,19,71,Bachelor,3.97,Data Science
1137,18,43,Bachelor,0.86,Data Science
1138,19,93,Master,3.68,Business Analytics
1139,53,78,Bachelor,0.38,Cybersecurity
1140,40,24,Bachelor,1.06,Business Analytics
1141,33,34,Master,3.24,AI
1142,54,56,Bachelor,2.94,Data Science
1143,68,66,Bachelor,1.95,Business Analytics
1144,70,17,Master,0.15,Business Analytics
1145,42,15,High School,3.69,Data Science
1146,40,60,PhD,3.72,AI
1147,67,34,High School,2.54,Cybersecurity
1148,21,44,High School,1.28,Business Analytics
1149,27,46,Bachelor,0.61,Cybersecurity
1150,46,81,High School,0.89,Data Science
1151,68,55,Bachelor,0.53,AI
1152,48,78,High School,2.19,Data Science
1153,23,56,PhD,3.1,Software Engineering
1154,66,22,PhD,2.24,Cybersecurity
1155,43,88,Bachelor,2.24,Business Analytics
1156,33,36,High School,1.07,Cybersecurity
1157,38,92,High School,0.45,Cybersecurity
1158,45,51,Master,0.76,Data Science
1159,56,88,High School,3.08,Software Engineering
1160,40,83,PhD,2.49,Cybersecurity
1161,20,34,Bachelor,2.74,Software Engineering
1162,66,98,High School,0.45,AI
1163,33,84,Bachelor,3.48,Data Science
1164,18,48,High School,1.22,Cybersecurity
1165,19,47,Bachelor,2.96,Software Engineering
1166,31,74,Master,2.2,Business Analytics
1167,64,23,High School,1.51,Business Analytics
1168,20,37,Bachelor,0.24,Software Engineering
1169,68,94,Master,0.21,AI
1170,22,54,Master,2.65,Data Science
1171,24,7,Master,3.47,Cybersecurity
1172,32,53,High School,3.62,Cybersecurity
1173,56,73,High School,0.75,Business Analytics
1174,47,76,High School,0.16,Business Analytics
1175,37,47,PhD,1.57,Software Engineering
1176,19,49,Master,1.42,Data Science
1177,33,69,Master,3.25,Data Science
1178,42,8,Master,0.9,Data Science
